Time,Open,High,Low,Last,Change,%Chg,Volume
2023-08-11,232.96,234.77,232.58,234.49,0.44,+0.19%,53397816
2023-08-10,235.54,237,233.41,234.05,-0.73,-0.31%,60220444
2023-08-09,233.53,235.9,233.01,234.78,0.46,+0.20%,54958719
2023-08-08,233.4,234.92,232.05,234.32,-1.07,-0.45%,54544171
2023-08-07,233.26,235.51,233.1,235.39,2.82,+1.21%,54640536
2023-08-04,234.21,236.24,231.88,232.57,-2.33,-0.99%,73780672
2023-08-03,235.1,235.1,231.64,234.9,-3.22,-1.35%,90318576
2023-08-02,237.77,238.62,236.66,238.12,-1.06,-0.44%,62847129
2023-08-01,239.17,240.16,238.25,239.18,-0.3,-0.13%,66635907
2023-07-31,238.24,240.75,237.84,239.48,1.67,+0.70%,109262722
2023-07-28,241.31,241.9,237.57,237.81,-0.61,-0.26%,73024644
2023-07-27,245.32,245.83,238.42,238.42,-5.17,-2.12%,80163352
